Age,Gender,Income (AED),Employment Status,Location in Dubai,Skincare Purchase Frequency,Average Monthly Spend (AED),Skincare Products Used,Purchase Influencers,Skin Concerns,Follow Influencer Recommendations,Trusted Influencer Tier,Preferred Platform,Persuasive Ad Format,Browse Time,Purchased After Influencer Promotion,Max Willingness to Spend (AED),Willingness to Try New Brand,Purchase Discouragement Factors,Number of Skincare Influencers Followed,Interest in Curated Skincare Box,Willing to Pay Premium,One Platform for Shopping Inspiration,Influencer Marketing Trust Score (1–5),Favorite Influencer or Brand
28,Prefer not to say,"20,000–35,000",Student,Downtown,Monthly,132,"Face Masks, Moisturizers","Price, Brand, Dermatologist Recommendations","Dryness, Wrinkles",Often,Mega,Instagram,Short Reels,Late Night,Yes,291,Very Likely,Not Suitable for My Skin,6–10,No,Depends on brand & value,YouTube,5,Kevin Beauty
30,Female,"10,000–20,000",Homemaker,Other,Quarterly,326,"Face Masks, Serums, Anti-aging Products","Dermatologist Recommendations, Social Media Influencers, Packaging","Acne, Oily Skin",Sometimes,Macro,YouTube,Static Image Post,Morning,Yes,291,Neutral,"Price Too High, No Visible Results",None,Yes,No,TikTok,4,Kelsey Beauty
32,Male,"20,000–35,000",Unemployed,Jumeirah,Monthly,55,"Anti-aging Products, Face Masks","Brand, Friends & Family, Price","Uneven Tone, Dark Spots, Oily Skin, Dryness",Sometimes,None,YouTube,Short Reels,Evening,No,230,Neutral,Not Suitable for My Skin,None,No,Depends on brand & value,TikTok,3,Ashley Beauty
25,Male,"10,000–20,000",Unemployed,Downtown,Weekly,104,"Moisturizers, Sunscreens","Product Reviews, Friends & Family","Uneven Tone, Dark Spots, Dryness, Acne",Often,Mega,TikTok,Short Reels,Morning,No,240,Unlikely,"Not Suitable for My Skin, Too Many Promotions",6–10,No,Yes,YouTube,4,Brett Beauty
23,Female,"5,000–10,000",Student,Jumeirah,Monthly,80,"Moisturizers, Anti-aging Products, Serums, Sunscreens","Dermatologist Recommendations, Product Reviews","Uneven Tone, Acne, Dryness, Dark Spots",Rarely,Macro,Facebook,Short Reels,Morning,No,274,Very Unlikely,"Lack of Trust, Not Suitable for My Skin, Too Many Promotions",6–10,No,No,TikTok,4,Richard Beauty
31,Female,"10,000–20,000",Working Professional,Deira,Weekly,181,"Cleansers, Anti-aging Products, Serums","Price, Social Media Influencers","Dark Spots, Dryness, Uneven Tone, Wrinkles",Often,Mega,Instagram,Full-Length Video,Late Night,No,256,Likely,"Not Suitable for My Skin, Price Too High",11–20,No,No,TikTok,4,Nichole Beauty
22,Female,"10,000–20,000",Working Professional,Dubai Marina,Monthly,447,"Sunscreens, Moisturizers, Cleansers, Serums","Packaging, Dermatologist Recommendations, Social Media Influencers",Uneven Tone,Often,Celebrity,YouTube,Static Image Post,Morning,Yes,83,Very Likely,Not Suitable for My Skin,6–10,Maybe,No,Instagram,2,Melissa Beauty
33,Non-binary,"20,000–35,000",Homemaker,Other,Monthly,79,"Sunscreens, Face Masks, Anti-aging Products","Dermatologist Recommendations, Social Media Influencers","Dryness, Wrinkles",Never,Mega,Snapchat,Short Reels,Morning,No,232,Very Likely,Lack of Trust,11–20,Yes,No,TikTok,5,Donald Beauty
18,Male,"5,000–10,000",Working Professional,Dubai Marina,Quarterly,156,"Serums, Sunscreens, Moisturizers, Face Masks","Friends & Family, Price, Product Reviews","Dryness, Acne",Sometimes,Macro,TikTok,Short Reels,Evening,Yes,186,Very Likely,"No Visible Results, Too Many Promotions",More than 20,Maybe,Depends on brand & value,YouTube,5,Kathy Beauty
38,Female,"10,000–20,000",Working Professional,Deira,Monthly,72,"Sunscreens, Cleansers, Moisturizers, Anti-aging Products","Brand, Packaging",Uneven Tone,Sometimes,Micro,Instagram,Full-Length Video,Evening,Yes,263,Very Likely,"No Visible Results, Too Many Promotions, Not Suitable for My Skin",6–10,Yes,Depends on brand & value,Instagram,4,Christopher Beauty
33,Female,"Below 5,000",Student,Other,Quarterly,133,"Face Masks, Cleansers, Sunscreens, Anti-aging Products","Product Reviews, Social Media Influencers","Dryness, Oily Skin, Wrinkles, Acne",Often,Micro,Instagram,Static Image Post,Late Night,Yes,473,Likely,"Price Too High, Lack of Trust",11–20,No,Yes,YouTube,5,Erin Beauty
32,Female,"35,000 and above",Working Professional,Dubai Marina,Weekly,112,"Anti-aging Products, Cleansers, Moisturizers","Price, Packaging",Uneven Tone,Sometimes,Macro,Instagram,Static Image Post,Morning,No,277,Very Likely,Lack of Trust,More than 20,Maybe,Yes,TikTok,3,Lindsey Beauty
37,Male,"5,000–10,000",Working Professional,Other,Quarterly,407,"Face Masks, Sunscreens, Serums, Cleansers","Dermatologist Recommendations, Packaging","Dryness, Oily Skin, Wrinkles, Acne",Rarely,Mega,YouTube,Short Reels,Afternoon,No,226,Likely,"Lack of Trust, Not Suitable for My Skin",1–5,Maybe,Depends on brand & value,YouTube,4,Gregory Beauty
43,Male,"Below 5,000",Working Professional,Deira,Monthly,143,"Face Masks, Sunscreens, Anti-aging Products, Serums","Social Media Influencers, Price","Uneven Tone, Wrinkles",Sometimes,Macro,Instagram,Static Image Post,Morning,No,319,Very Likely,"Price Too High, Too Many Promotions",1–5,Yes,No,TikTok,4,Jennifer Beauty
38,Male,"5,000–10,000",Working Professional,Dubai Marina,Monthly,93,"Anti-aging Products, Serums, Sunscreens","Dermatologist Recommendations, Social Media Influencers, Brand","Uneven Tone, Dark Spots, Dryness, Wrinkles",Often,None,TikTok,Full-Length Video,Afternoon,Yes,286,Very Likely,"Too Many Promotions, No Visible Results",6–10,Yes,Depends on brand & value,YouTube,4,Mark Beauty
18,Female,"5,000–10,000",Working Professional,Dubai Marina,Monthly,62,"Anti-aging Products, Sunscreens","Dermatologist Recommendations, Packaging",Oily Skin,Sometimes,Mega,TikTok,Story,Afternoon,Yes,281,Very Likely,No Visible Results,11–20,No,No,Instagram,4,James Beauty
19,Female,"10,000–20,000",Working Professional,Bur Dubai,Rarely,66,"Moisturizers, Serums, Sunscreens","Price, Social Media Influencers, Packaging",Acne,Always,Micro,Snapchat,Full-Length Video,Afternoon,Yes,295,Neutral,Lack of Trust,1–5,Maybe,No,YouTube,3,Jimmy Beauty
25,Male,"10,000–20,000",Working Professional,Jumeirah,Weekly,75,"Anti-aging Products, Moisturizers","Dermatologist Recommendations, Social Media Influencers","Dark Spots, Uneven Tone, Oily Skin",Often,Mega,Instagram,Static Image Post,Afternoon,No,404,Very Likely,"No Visible Results, Not Suitable for My Skin, Too Many Promotions",11–20,Maybe,Yes,YouTube,2,Michelle Beauty
30,Female,"20,000–35,000",Business Owner,Other,Monthly,78,"Cleansers, Face Masks, Serums, Anti-aging Products","Price, Brand","Dryness, Wrinkles",Sometimes,Micro,Facebook,Full-Length Video,Late Night,No,165,Neutral,Lack of Trust,6–10,Maybe,Depends on brand & value,TikTok,3,Julia Beauty
34,Male,"35,000 and above",Student,Deira,Quarterly,240,"Anti-aging Products, Moisturizers","Product Reviews, Brand","Dryness, Uneven Tone, Wrinkles, Acne",Sometimes,None,Facebook,Static Image Post,Morning,Yes,285,Likely,No Visible Results,1–5,No,No,Instagram,3,James Beauty
24,Non-binary,"20,000–35,000",Unemployed,Dubai Marina,Monthly,132,"Face Masks, Serums, Anti-aging Products","Social Media Influencers, Friends & Family","Dark Spots, Dryness, Oily Skin",Sometimes,Micro,Instagram,Static Image Post,Evening,No,180,Neutral,"Price Too High, Lack of Trust",6–10,Yes,Depends on brand & value,Instagram,4,Sarah Beauty
31,Female,"20,000–35,000",Business Owner,Deira,Weekly,124,"Cleansers, Anti-aging Products, Face Masks, Sunscreens","Dermatologist Recommendations, Product Reviews","Dark Spots, Wrinkles, Uneven Tone",Sometimes,Macro,Instagram,Full-Length Video,Evening,No,291,Very Likely,"Price Too High, Lack of Trust",6–10,Yes,Depends on brand & value,TikTok,3,Kevin Beauty
23,Female,"Below 5,000",Working Professional,Jumeirah,Monthly,62,"Anti-aging Products, Cleansers, Sunscreens","Product Reviews, Packaging",Wrinkles,Rarely,Macro,YouTube,Story,Afternoon,Yes,181,Unlikely,"Lack of Trust, No Visible Results",None,Maybe,No,Instagram,2,Amanda Beauty
25,Female,"5,000–10,000",Student,Other,Monthly,246,"Face Masks, Sunscreens, Serums","Brand, Friends & Family, Product Reviews","Wrinkles, Oily Skin",Sometimes,Macro,YouTube,Static Image Post,Evening,Yes,218,Likely,"Price Too High, Too Many Promotions",1–5,Maybe,No,TikTok,4,Daniel Beauty
18,Male,"5,000–10,000",Working Professional,Jumeirah,Rarely,178,"Anti-aging Products, Cleansers","Dermatologist Recommendations, Social Media Influencers, Brand","Dark Spots, Oily Skin, Dryness",Never,Macro,TikTok,Short Reels,Afternoon,No,227,Neutral,"No Visible Results, Too Many Promotions",1–5,Maybe,Yes,YouTube,4,Barbara Beauty
22,Male,"5,000–10,000",Working Professional,Bur Dubai,Weekly,57,"Serums, Sunscreens","Dermatologist Recommendations, Friends & Family, Brand","Wrinkles, Uneven Tone, Acne",Often,None,Instagram,Story,Late Night,No,323,Neutral,Lack of Trust,11–20,Yes,No,TikTok,5,Abigail Beauty
19,Prefer not to say,"10,000–20,000",Working Professional,Other,Monthly,173,"Serums, Cleansers","Brand, Packaging, Social Media Influencers",Uneven Tone,Sometimes,Micro,YouTube,Static Image Post,Evening,No,318,Likely,Too Many Promotions,6–10,Maybe,Yes,Instagram,4,Joanne Beauty
22,Male,"10,000–20,000",Homemaker,Jumeirah,Monthly,128,"Anti-aging Products, Cleansers","Friends & Family, Product Reviews","Uneven Tone, Dryness, Wrinkles",Often,None,TikTok,Static Image Post,Late Night,No,156,Neutral,"Lack of Trust, Too Many Promotions, No Visible Results",6–10,Yes,Yes,YouTube,3,Debbie Beauty
38,Female,"5,000–10,000",Homemaker,Dubai Marina,Monthly,58,"Anti-aging Products, Sunscreens, Moisturizers","Price, Social Media Influencers, Friends & Family","Dark Spots, Dryness, Oily Skin",Often,Macro,YouTube,Short Reels,Evening,Yes,254,Very Likely,No Visible Results,6–10,Yes,Depends on brand & value,YouTube,5,Alyssa Beauty
22,Prefer not to say,"5,000–10,000",Unemployed,Deira,Monthly,111,"Face Masks, Sunscreens","Brand, Product Reviews","Oily Skin, Wrinkles, Dark Spots, Uneven Tone",Always,Macro,Instagram,Full-Length Video,Morning,No,196,Neutral,"Too Many Promotions, Not Suitable for My Skin, Price Too High",11–20,No,Yes,TikTok,4,Nathan Beauty
51,Female,"35,000 and above",Student,Downtown,Weekly,116,"Moisturizers, Anti-aging Products, Serums, Face Masks","Friends & Family, Brand","Dark Spots, Dryness, Wrinkles",Always,Micro,YouTube,Story,Afternoon,Yes,155,Likely,"Price Too High, Not Suitable for My Skin",6–10,No,No,Instagram,2,Vanessa Beauty
33,Female,"5,000–10,000",Working Professional,Dubai Marina,Monthly,68,"Sunscreens, Serums","Product Reviews, Friends & Family, Price","Dark Spots, Wrinkles, Dryness",Often,Mega,Instagram,Static Image Post,Evening,Yes,233,Very Likely,"Lack of Trust, Too Many Promotions",1–5,Maybe,No,YouTube,4,Elizabeth Beauty
31,Male,"10,000–20,000",Homemaker,Dubai Marina,Monthly,341,"Anti-aging Products, Face Masks, Moisturizers, Cleansers","Product Reviews, Brand","Dryness, Uneven Tone",Never,Mega,Snapchat,Static Image Post,Evening,Yes,226,Very Unlikely,"No Visible Results, Lack of Trust, Too Many Promotions",1–5,No,Yes,Instagram,5,Tammy Beauty
23,Male,"20,000–35,000",Business Owner,Jumeirah,Monthly,239,"Anti-aging Products, Serums","Product Reviews, Dermatologist Recommendations, Packaging","Acne, Oily Skin, Dark Spots, Dryness",Often,Mega,YouTube,Story,Late Night,Yes,432,Likely,"No Visible Results, Price Too High",11–20,Maybe,Depends on brand & value,YouTube,3,Richard Beauty
35,Male,"20,000–35,000",Student,Bur Dubai,Monthly,160,"Sunscreens, Face Masks","Price, Social Media Influencers, Packaging","Wrinkles, Oily Skin",Often,Macro,Instagram,Short Reels,Afternoon,Yes,282,Very Likely,Lack of Trust,None,Yes,Depends on brand & value,Instagram,3,Brandy Beauty
25,Female,"10,000–20,000",Working Professional,Bur Dubai,Rarely,112,"Serums, Moisturizers, Face Masks, Sunscreens","Friends & Family, Dermatologist Recommendations",Wrinkles,Always,Mega,YouTube,Full-Length Video,Evening,No,146,Unlikely,"Not Suitable for My Skin, Price Too High",More than 20,Yes,Depends on brand & value,YouTube,2,Derek Beauty
30,Female,"10,000–20,000",Working Professional,Downtown,Monthly,103,"Face Masks, Anti-aging Products, Moisturizers, Cleansers","Product Reviews, Brand, Social Media Influencers","Uneven Tone, Wrinkles, Oily Skin, Acne",Often,Macro,Instagram,Story,Afternoon,Yes,207,Neutral,"Price Too High, Lack of Trust, No Visible Results",6–10,No,Yes,TikTok,3,Wyatt Beauty
50,Female,"10,000–20,000",Working Professional,Downtown,Quarterly,155,"Moisturizers, Cleansers, Anti-aging Products, Serums","Friends & Family, Brand","Uneven Tone, Dryness, Oily Skin, Dark Spots",Often,Macro,YouTube,Full-Length Video,Afternoon,Yes,326,Neutral,Lack of Trust,1–5,Yes,Yes,YouTube,4,Angela Beauty
29,Male,"5,000–10,000",Student,Downtown,Monthly,128,"Moisturizers, Face Masks, Sunscreens, Cleansers","Price, Brand, Product Reviews","Oily Skin, Acne",Sometimes,Celebrity,Instagram,Story,Afternoon,No,406,Neutral,Price Too High,6–10,Yes,No,YouTube,4,James Beauty
39,Female,"5,000–10,000",Unemployed,Bur Dubai,Quarterly,56,"Cleansers, Face Masks, Sunscreens, Serums","Brand, Price","Dryness, Dark Spots, Acne, Wrinkles",Sometimes,Macro,Instagram,Full-Length Video,Evening,No,131,Likely,Price Too High,6–10,No,No,Instagram,2,Ronald Beauty
24,Non-binary,"10,000–20,000",Business Owner,Deira,Quarterly,121,"Serums, Cleansers, Anti-aging Products, Sunscreens","Social Media Influencers, Product Reviews, Friends & Family","Wrinkles, Uneven Tone, Dryness",Often,Macro,Instagram,Short Reels,Afternoon,No,109,Very Likely,"Too Many Promotions, Not Suitable for My Skin, No Visible Results",1–5,No,Yes,Instagram,5,Joy Beauty
29,Male,"5,000–10,000",Student,Dubai Marina,Quarterly,214,"Anti-aging Products, Cleansers, Sunscreens, Moisturizers","Price, Packaging, Dermatologist Recommendations","Oily Skin, Uneven Tone, Dark Spots",Sometimes,Macro,TikTok,Static Image Post,Afternoon,No,390,Very Likely,"Not Suitable for My Skin, Lack of Trust, No Visible Results",6–10,No,Depends on brand & value,TikTok,5,Ashley Beauty
44,Female,"35,000 and above",Unemployed,Bur Dubai,Weekly,111,"Sunscreens, Cleansers, Serums","Friends & Family, Product Reviews, Dermatologist Recommendations","Dark Spots, Dryness",Often,Celebrity,YouTube,Static Image Post,Late Night,No,279,Very Unlikely,"Price Too High, No Visible Results",1–5,Maybe,Depends on brand & value,Instagram,4,Jose Beauty
24,Male,"5,000–10,000",Homemaker,Deira,Monthly,55,"Sunscreens, Face Masks, Cleansers","Brand, Social Media Influencers",Oily Skin,Sometimes,Celebrity,TikTok,Story,Afternoon,No,184,Very Likely,"Lack of Trust, No Visible Results",6–10,No,Yes,Instagram,5,Bryan Beauty
44,Prefer not to say,"5,000–10,000",Working Professional,Bur Dubai,Monthly,204,"Moisturizers, Cleansers, Sunscreens, Anti-aging Products","Friends & Family, Social Media Influencers, Product Reviews",Dark Spots,Often,Micro,Instagram,Static Image Post,Afternoon,No,290,Neutral,"Price Too High, Lack of Trust",1–5,Maybe,Yes,Instagram,2,Megan Beauty
35,Female,"5,000–10,000",Business Owner,Bur Dubai,Weekly,72,"Serums, Sunscreens, Cleansers, Moisturizers","Price, Product Reviews","Wrinkles, Dark Spots",Often,Macro,Snapchat,Story,Evening,No,52,Likely,"Too Many Promotions, No Visible Results",11–20,Yes,Yes,YouTube,4,Joseph Beauty
25,Male,"20,000–35,000",Working Professional,Jumeirah,Quarterly,79,"Sunscreens, Cleansers","Packaging, Product Reviews","Dryness, Uneven Tone, Wrinkles",Never,Micro,Instagram,Short Reels,Evening,Yes,250,Very Likely,Lack of Trust,More than 20,Maybe,Depends on brand & value,TikTok,4,Michael Beauty
35,Male,"5,000–10,000",Unemployed,Bur Dubai,Monthly,67,"Cleansers, Moisturizers, Serums, Anti-aging Products","Brand, Social Media Influencers, Friends & Family",Oily Skin,Often,None,Instagram,Story,Evening,Yes,274,Likely,"Lack of Trust, Not Suitable for My Skin",More than 20,Maybe,Yes,YouTube,5,Jessica Beauty
37,Female,"5,000–10,000",Student,Jumeirah,Weekly,90,"Moisturizers, Anti-aging Products","Brand, Price","Dryness, Dark Spots, Oily Skin",Sometimes,Micro,Facebook,Static Image Post,Afternoon,No,319,Likely,"No Visible Results, Price Too High",6–10,Maybe,No,YouTube,5,Phillip Beauty
34,Female,"35,000 and above",Student,Dubai Marina,Monthly,191,"Sunscreens, Cleansers, Face Masks","Packaging, Social Media Influencers",Acne,Often,Mega,Snapchat,Story,Evening,No,173,Neutral,Lack of Trust,1–5,Maybe,Depends on brand & value,YouTube,3,Kathleen Beauty
18,Male,"20,000–35,000",Student,Other,Rarely,123,"Serums, Anti-aging Products","Product Reviews, Friends & Family","Acne, Oily Skin, Uneven Tone, Dark Spots",Sometimes,Macro,TikTok,Short Reels,Morning,Yes,256,Very Unlikely,"Too Many Promotions, Price Too High",None,Yes,Depends on brand & value,Instagram,5,Christopher Beauty
24,Prefer not to say,"5,000–10,000",Homemaker,Dubai Marina,Monthly,72,"Face Masks, Sunscreens","Brand, Dermatologist Recommendations, Packaging","Dark Spots, Uneven Tone, Dryness, Oily Skin",Rarely,Macro,Instagram,Short Reels,Morning,Yes,180,Unlikely,No Visible Results,11–20,Maybe,No,YouTube,2,Morgan Beauty
28,Non-binary,"5,000–10,000",Student,Jumeirah,Monthly,260,"Moisturizers, Cleansers, Serums","Price, Packaging, Dermatologist Recommendations","Oily Skin, Acne, Dark Spots, Dryness",Often,Macro,Facebook,Story,Late Night,No,269,Neutral,Price Too High,6–10,Maybe,No,TikTok,5,Ronald Beauty
29,Female,"10,000–20,000",Working Professional,Downtown,Monthly,261,"Sunscreens, Cleansers","Product Reviews, Friends & Family","Dryness, Wrinkles, Uneven Tone",Often,Micro,Facebook,Static Image Post,Late Night,No,182,Neutral,Price Too High,11–20,Yes,Yes,YouTube,5,Craig Beauty
34,Male,"10,000–20,000",Working Professional,Dubai Marina,Monthly,254,"Face Masks, Moisturizers, Cleansers","Brand, Friends & Family","Dryness, Wrinkles, Dark Spots",Often,Mega,YouTube,Full-Length Video,Morning,No,219,Very Unlikely,"Lack of Trust, No Visible Results",6–10,No,Yes,Instagram,3,Eric Beauty
31,Female,"35,000 and above",Unemployed,Jumeirah,Weekly,77,"Face Masks, Serums, Cleansers, Sunscreens","Social Media Influencers, Friends & Family, Product Reviews","Acne, Dark Spots, Wrinkles",Sometimes,Micro,YouTube,Story,Morning,No,175,Likely,"Price Too High, No Visible Results",None,Yes,Depends on brand & value,TikTok,4,Lisa Beauty
19,Female,"20,000–35,000",Working Professional,Deira,Rarely,110,"Face Masks, Cleansers, Anti-aging Products","Product Reviews, Price, Social Media Influencers","Wrinkles, Uneven Tone, Oily Skin",Rarely,Micro,YouTube,Static Image Post,Morning,Yes,298,Very Likely,Price Too High,1–5,Yes,Depends on brand & value,Instagram,1,Amanda Beauty
33,Female,"35,000 and above",Working Professional,Downtown,Rarely,469,"Cleansers, Serums","Price, Social Media Influencers","Oily Skin, Uneven Tone",Often,Macro,Instagram,Story,Evening,Yes,314,Unlikely,Not Suitable for My Skin,None,Maybe,Depends on brand & value,TikTok,4,John Beauty
34,Female,"20,000–35,000",Working Professional,Bur Dubai,Monthly,197,"Anti-aging Products, Cleansers, Moisturizers","Brand, Dermatologist Recommendations, Product Reviews",Dark Spots,Sometimes,Micro,YouTube,Short Reels,Morning,No,232,Very Unlikely,"Price Too High, Lack of Trust",1–5,No,Depends on brand & value,YouTube,4,Makayla Beauty
34,Male,"5,000–10,000",Homemaker,Deira,Monthly,52,"Serums, Cleansers","Product Reviews, Brand, Packaging","Dark Spots, Oily Skin, Uneven Tone, Acne",Often,Celebrity,Instagram,Short Reels,Morning,Yes,252,Very Likely,No Visible Results,11–20,Yes,Depends on brand & value,TikTok,4,Alison Beauty
38,Female,"5,000–10,000",Business Owner,Deira,Monthly,56,"Face Masks, Serums, Cleansers","Dermatologist Recommendations, Packaging, Price","Wrinkles, Acne, Oily Skin",Always,Macro,TikTok,Story,Afternoon,Yes,141,Likely,Lack of Trust,11–20,Yes,Depends on brand & value,TikTok,5,Megan Beauty
36,Prefer not to say,"20,000–35,000",Business Owner,Dubai Marina,Weekly,112,"Anti-aging Products, Cleansers","Dermatologist Recommendations, Friends & Family","Wrinkles, Dark Spots, Acne",Always,None,Facebook,Story,Afternoon,Yes,227,Likely,Price Too High,1–5,Maybe,Depends on brand & value,YouTube,4,Brandi Beauty
33,Male,"5,000–10,000",Working Professional,Downtown,Monthly,289,"Cleansers, Sunscreens, Serums, Moisturizers","Brand, Product Reviews",Dark Spots,Sometimes,Macro,Instagram,Story,Late Night,No,246,Likely,"No Visible Results, Not Suitable for My Skin",6–10,Maybe,No,Instagram,4,Hannah Beauty
29,Female,"10,000–20,000",Working Professional,Jumeirah,Quarterly,127,"Face Masks, Serums","Price, Social Media Influencers","Uneven Tone, Acne",Always,Mega,Facebook,Short Reels,Afternoon,No,446,Likely,Price Too High,6–10,Yes,No,Instagram,5,Melinda Beauty
18,Male,"5,000–10,000",Student,Deira,Quarterly,118,"Face Masks, Anti-aging Products","Friends & Family, Product Reviews",Dryness,Rarely,Mega,YouTube,Static Image Post,Afternoon,Yes,166,Very Likely,"Lack of Trust, Price Too High, No Visible Results",1–5,No,Yes,YouTube,5,James Beauty
33,Non-binary,"10,000–20,000",Working Professional,Other,Monthly,61,"Serums, Anti-aging Products","Friends & Family, Product Reviews","Acne, Wrinkles",Always,Macro,YouTube,Static Image Post,Evening,Yes,359,Likely,"Price Too High, Not Suitable for My Skin, Lack of Trust",1–5,Maybe,Yes,YouTube,1,Stacey Beauty
31,Female,"5,000–10,000",Business Owner,Dubai Marina,Quarterly,156,"Serums, Face Masks, Cleansers","Product Reviews, Dermatologist Recommendations","Dark Spots, Dryness",Sometimes,Micro,YouTube,Short Reels,Late Night,No,324,Neutral,"Too Many Promotions, Lack of Trust, No Visible Results",1–5,Yes,Depends on brand & value,YouTube,5,Lisa Beauty
32,Female,"10,000–20,000",Working Professional,Bur Dubai,Monthly,222,"Anti-aging Products, Cleansers, Serums","Dermatologist Recommendations, Packaging, Product Reviews",Oily Skin,Often,Micro,Instagram,Story,Evening,No,271,Neutral,Price Too High,11–20,No,Yes,TikTok,2,James Beauty
19,Female,"35,000 and above",Student,Other,Weekly,97,"Sunscreens, Face Masks, Moisturizers, Cleansers","Packaging, Brand, Dermatologist Recommendations","Oily Skin, Acne, Uneven Tone",Sometimes,Macro,YouTube,Story,Evening,Yes,381,Likely,"No Visible Results, Not Suitable for My Skin, Price Too High",6–10,No,Depends on brand & value,YouTube,5,Kevin Beauty
21,Male,"10,000–20,000",Student,Jumeirah,Rarely,199,"Cleansers, Face Masks","Dermatologist Recommendations, Brand, Price","Acne, Uneven Tone, Wrinkles",Rarely,Macro,Snapchat,Short Reels,Morning,Yes,277,Likely,"Not Suitable for My Skin, No Visible Results",6–10,Yes,No,YouTube,3,Jason Beauty
38,Female,"5,000–10,000",Working Professional,Jumeirah,Rarely,383,"Cleansers, Face Masks, Moisturizers, Sunscreens","Social Media Influencers, Product Reviews, Friends & Family",Wrinkles,Often,Mega,TikTok,Static Image Post,Afternoon,No,279,Very Likely,Price Too High,11–20,Maybe,Depends on brand & value,YouTube,2,Benjamin Beauty
29,Male,"10,000–20,000",Working Professional,Downtown,Weekly,72,"Anti-aging Products, Face Masks","Packaging, Brand","Dark Spots, Uneven Tone, Dryness, Oily Skin",Often,Macro,Snapchat,Full-Length Video,Evening,Yes,246,Neutral,"Price Too High, Too Many Promotions",11–20,Yes,Yes,Instagram,4,Cassie Beauty
35,Non-binary,"10,000–20,000",Working Professional,Other,Rarely,124,"Sunscreens, Serums, Face Masks","Price, Social Media Influencers",Dryness,Sometimes,Macro,Instagram,Static Image Post,Morning,No,341,Very Likely,"Not Suitable for My Skin, Too Many Promotions",6–10,Maybe,Depends on brand & value,Instagram,4,Gina Beauty
30,Female,"5,000–10,000",Unemployed,Bur Dubai,Rarely,83,"Face Masks, Serums, Moisturizers, Cleansers","Friends & Family, Dermatologist Recommendations, Price","Dryness, Acne, Oily Skin, Wrinkles",Always,Macro,YouTube,Short Reels,Evening,Yes,332,Neutral,"Lack of Trust, Price Too High",1–5,No,No,YouTube,3,Kevin Beauty
30,Female,"10,000–20,000",Working Professional,Bur Dubai,Monthly,207,"Cleansers, Anti-aging Products","Packaging, Brand, Friends & Family","Acne, Wrinkles",Sometimes,None,YouTube,Short Reels,Evening,Yes,203,Neutral,"No Visible Results, Too Many Promotions",1–5,Yes,No,YouTube,2,Amanda Beauty
37,Male,"10,000–20,000",Working Professional,Dubai Marina,Monthly,136,"Sunscreens, Face Masks","Brand, Packaging",Acne,Sometimes,Macro,YouTube,Full-Length Video,Evening,No,151,Neutral,"Price Too High, Not Suitable for My Skin",11–20,Yes,No,TikTok,4,Benjamin Beauty
25,Male,"10,000–20,000",Working Professional,Dubai Marina,Rarely,150,"Face Masks, Sunscreens, Anti-aging Products","Social Media Influencers, Brand, Friends & Family","Uneven Tone, Acne",Sometimes,Macro,Instagram,Short Reels,Evening,Yes,234,Likely,Lack of Trust,11–20,No,No,TikTok,5,Tony Beauty
30,Female,"Below 5,000",Student,Bur Dubai,Weekly,209,"Face Masks, Moisturizers, Anti-aging Products, Serums","Product Reviews, Packaging",Dryness,Often,Micro,TikTok,Full-Length Video,Evening,No,189,Likely,"No Visible Results, Not Suitable for My Skin, Lack of Trust",More than 20,Maybe,Yes,TikTok,3,Brian Beauty
26,Prefer not to say,"10,000–20,000",Student,Deira,Monthly,100,"Face Masks, Sunscreens, Anti-aging Products","Social Media Influencers, Brand, Price","Dryness, Dark Spots",Sometimes,Macro,Instagram,Story,Evening,No,245,Very Likely,"Too Many Promotions, No Visible Results",1–5,No,No,YouTube,3,Kathryn Beauty
26,Female,"20,000–35,000",Working Professional,Other,Quarterly,296,"Cleansers, Face Masks, Moisturizers","Product Reviews, Dermatologist Recommendations, Social Media Influencers","Oily Skin, Uneven Tone, Wrinkles",Sometimes,Celebrity,YouTube,Story,Evening,No,342,Neutral,"Price Too High, Not Suitable for My Skin, Too Many Promotions",11–20,No,Depends on brand & value,YouTube,4,Lisa Beauty
27,Male,"5,000–10,000",Homemaker,Downtown,Quarterly,126,"Moisturizers, Face Masks","Packaging, Social Media Influencers",Wrinkles,Sometimes,Macro,Instagram,Short Reels,Evening,No,215,Likely,"No Visible Results, Not Suitable for My Skin, Lack of Trust",11–20,Maybe,No,Instagram,1,Melissa Beauty
31,Female,"20,000–35,000",Working Professional,Jumeirah,Quarterly,67,"Cleansers, Serums, Sunscreens, Anti-aging Products","Product Reviews, Packaging","Uneven Tone, Acne, Dark Spots",Often,Mega,Instagram,Static Image Post,Morning,No,246,Likely,"Too Many Promotions, Price Too High, No Visible Results",1–5,Yes,No,YouTube,5,Alexander Beauty
26,Male,"Below 5,000",Student,Other,Quarterly,169,"Anti-aging Products, Moisturizers","Product Reviews, Dermatologist Recommendations",Acne,Sometimes,Mega,YouTube,Story,Evening,Yes,254,Neutral,"Lack of Trust, Not Suitable for My Skin",None,Maybe,No,TikTok,5,Roger Beauty
